State,Median_Income,Year,Date
Maryland,38857.0,1990,1990-01-01
Massachusetts,36247.0,1990,1990-01-01
Michigan,29937.0,1990,1990-01-01
Minnesota,31465.0,1990,1990-01-01
Mississippi,20178.0,1990,1990-01-01
Missouri,27332.0,1990,1990-01-01
Montana,23375.0,1990,1990-01-01
Nebraska,27482.0,1990,1990-01-01
Nevada,32023.0,1990,1990-01-01
New Hampshire,40805.0,1990,1990-01-01
New Jersey,38734.0,1990,1990-01-01
New Mexico,25039.0,1990,1990-01-01
New York,31591.0,1990,1990-01-01
North Carolina,26329.0,1990,1990-01-01
North Dakota,25264.0,1990,1990-01-01
Ohio,30013.0,1990,1990-01-01
Oklahoma,24384.0,1990,1990-01-01
Oregon,29281.0,1990,1990-01-01
Pennsylvania,29005.0,1990,1990-01-01
Rhode Island,31968.0,1990,1990-01-01
South Carolina,28735.0,1990,1990-01-01
South Dakota,24571.0,1990,1990-01-01
Tennessee,22592.0,1990,1990-01-01
Texas,28228.0,1990,1990-01-01
Utah,30142.0,1990,1990-01-01
Vermont,31098.0,1990,1990-01-01
Virginia,35073.0,1990,1990-01-01
Washington,32112.0,1990,1990-01-01
West Virginia,22137.0,1990,1990-01-01
Wisconsin,30711.0,1990,1990-01-01
Wyoming,29460.0,1990,1990-01-01
United States,28906.0,1989,1989-01-01
Alabama,21284.0,1989,1989-01-01
Alaska,36006.0,1989,1989-01-01
Arizona,28552.0,1989,1989-01-01
Arkansas,21433.0,1989,1989-01-01
California,33009.0,1989,1989-01-01
Colorado,26806.0,1989,1989-01-01
Connecticut,42321.0,1989,1989-01-01
Delaware,32068.0,1989,1989-01-01
D.C.,26752.0,1989,1989-01-01
Florida,26085.0,1989,1989-01-01
Georgia,27542.0,1989,1989-01-01
Hawaii,35035.0,1989,1989-01-01
Idaho,24654.0,1989,1989-01-01
Illinois,31300.0,1989,1989-01-01
Indiana,25898.0,1989,1989-01-01
Iowa,26265.0,1989,1989-01-01
Kansas,26862.0,1989,1989-01-01
Kentucky,23283.0,1989,1989-01-01
Louisiana,22861.0,1989,1989-01-01
Maine,28221.0,1989,1989-01-01
Maryland,36016.0,1989,1989-01-01
Massachusetts,36086.0,1989,1989-01-01
Michigan,30775.0,1989,1989-01-01
Minnesota,30185.0,1989,1989-01-01
Mississippi,19917.0,1989,1989-01-01
Missouri,26497.0,1989,1989-01-01
Montana,23692.0,1989,1989-01-01
Nebraska,26319.0,1989,1989-01-01
Nevada,29340.0,1989,1989-01-01
New Hampshire,37532.0,1989,1989-01-01
New Jersey,39120.0,1989,1989-01-01
New Mexico,22602.0,1989,1989-01-01
New York,31496.0,1989,1989-01-01
North Carolina,26406.0,1989,1989-01-01
North Dakota,25229.0,1989,1989-01-01
Ohio,29021.0,1989,1989-01-01
Oklahoma,23667.0,1989,1989-01-01
Oregon,28529.0,1989,1989-01-01
Pennsylvania,28690.0,1989,1989-01-01
Rhode Island,30124.0,1989,1989-01-01
South Carolina,23798.0,1989,1989-01-01
South Dakota,24108.0,1989,1989-01-01
Tennessee,22611.0,1989,1989-01-01
Texas,25886.0,1989,1989-01-01
Utah,30717.0,1989,1989-01-01
Vermont,31295.0,1989,1989-01-01
Virginia,34118.0,1989,1989-01-01
Washington,31961.0,1989,1989-01-01
West Virginia,21677.0,1989,1989-01-01
Wisconsin,29123.0,1989,1989-01-01
Wyoming,29521.0,1989,1989-01-01
United States,27225.0,1988,1988-01-01
Alabama,19948.0,1988,1988-01-01
Alaska,33103.0,1988,1988-01-01
Arizona,26435.0,1988,1988-01-01
Arkansas,20172.0,1988,1988-01-01
California,30287.0,1988,1988-01-01
Colorado,26214.0,1988,1988-01-01
Connecticut,36213.0,1988,1988-01-01
Delaware,30505.0,1988,1988-01-01
D.C.,26741.0,1988,1988-01-01
Florida,25406.0,1988,1988-01-01
Georgia,26566.0,1988,1988-01-01
Hawaii,33024.0,1988,1988-01-01
Idaho,23450.0,1988,1988-01-01
Illinois,29524.0,1988,1988-01-01
Indiana,26293.0,1988,1988-01-01
Iowa,24305.0,1988,1988-01-01
Kansas,25566.0,1988,1988-01-01
Kentucky,19907.0,1988,1988-01-01
Louisiana,20497.0,1988,1988-01-01
Maine,26402.0,1988,1988-01-01
Maryland,36552.0,1988,1988-01-01
Massachusetts,33213.0,1988,1988-01-01
Michigan,29472.0,1988,1988-01-01
Minnesota,29087.0,1988,1988-01-01
Mississippi,18166.0,1988,1988-01-01
Missouri,23443.0,1988,1988-01-01
Montana,22231.0,1988,1988-01-01
Nebraska,25159.0,1988,1988-01-01
Nevada,27983.0,1988,1988-01-01
New Hampshire,34625.0,1988,1988-01-01
New Jersey,36287.0,1988,1988-01-01
New Mexico,19296.0,1988,1988-01-01
New York,28915.0,1988,1988-01-01
North Carolina,24415.0,1988,1988-01-01
North Dakota,24092.0,1988,1988-01-01
Ohio,27740.0,1988,1988-01-01
Oklahoma,23667.0,1988,1988-01-01
Oregon,27748.0,1988,1988-01-01
Pennsylvania,26742.0,1988,1988-01-01
Rhode Island,29842.0,1988,1988-01-01
South Carolina,25533.0,1988,1988-01-01
South Dakota,22294.0,1988,1988-01-01
Tennessee,20856.0,1988,1988-01-01
Texas,24963.0,1988,1988-01-01
Utah,26313.0,1988,1988-01-01
Vermont,28988.0,1988,1988-01-01
Virginia,32648.0,1988,1988-01-01
Washington,32327.0,1988,1988-01-01
West Virginia,19353.0,1988,1988-01-01
Wisconsin,29575.0,1988,1988-01-01
Wyoming,26419.0,1988,1988-01-01
United States,26061.0,1987,1987-01-01
Alabama,19734.0,1987,1987-01-01
Alaska,33233.0,1987,1987-01-01
Arizona,26749.0,1987,1987-01-01
Arkansas,18827.0,1987,1987-01-01
California,30146.0,1987,1987-01-01
Colorado,26476.0,1987,1987-01-01
Connecticut,32862.0,1987,1987-01-01
Delaware,29244.0,1987,1987-01-01
D.C.,27455.0,1987,1987-01-01
Florida,24489.0,1987,1987-01-01
Georgia,26714.0,1987,1987-01-01
Hawaii,35022.0,1987,1987-01-01
Idaho,20755.0,1987,1987-01-01
Illinois,27084.0,1987,1987-01-01
Indiana,22519.0,1987,1987-01-01
Iowa,22190.0,1987,1987-01-01
Kansas,25583.0,1987,1987-01-01
Kentucky,20673.0,1987,1987-01-01
Louisiana,21349.0,1987,1987-01-01
Maine,23600.0,1987,1987-01-01
Maryland,34970.0,1987,1987-01-01
Massachusetts,32241.0,1987,1987-01-01
Michigan,27702.0,1987,1987-01-01
Minnesota,28082.0,1987,1987-01-01
Mississippi,18513.0,1987,1987-01-01
Missouri,23720.0,1987,1987-01-01
Montana,20474.0,1987,1987-01-01
Nebraska,23268.0,1987,1987-01-01
Nevada,26878.0,1987,1987-01-01
New Hampshire,32338.0,1987,1987-01-01
New Jersey,34241.0,1987,1987-01-01
New Mexico,20758.0,1987,1987-01-01
New York,26384.0,1987,1987-01-01
North Carolina,22760.0,1987,1987-01-01
North Dakota,22576.0,1987,1987-01-01
Ohio,25773.0,1987,1987-01-01
Oklahoma,21691.0,1987,1987-01-01
Oregon,25038.0,1987,1987-01-01
Pennsylvania,25424.0,1987,1987-01-01
Rhode Island,28292.0,1987,1987-01-01
South Carolina,25049.0,1987,1987-01-01
South Dakota,21151.0,1987,1987-01-01
Tennessee,21179.0,1987,1987-01-01
Texas,24721.0,1987,1987-01-01
Utah,26529.0,1987,1987-01-01
Vermont,25415.0,1987,1987-01-01
Virginia,29996.0,1987,1987-01-01
Washington,27319.0,1987,1987-01-01
West Virginia,17207.0,1987,1987-01-01
Wisconsin,26369.0,1987,1987-01-01
Wyoming,27590.0,1987,1987-01-01
United States,24897.0,1986,1986-01-01
Alabama,19132.0,1986,1986-01-01
Alaska,31356.0,1986,1986-01-01
Arizona,25500.0,1986,1986-01-01
Arkansas,18730.0,1986,1986-01-01
California,29010.0,1986,1986-01-01
Colorado,27192.0,1986,1986-01-01
Connecticut,32721.0,1986,1986-01-01
Delaware,25626.0,1986,1986-01-01
D.C.,24322.0,1986,1986-01-01
Florida,22849.0,1986,1986-01-01
Georgia,24370.0,1986,1986-01-01
Hawaii,29003.0,1986,1986-01-01
Idaho,20749.0,1986,1986-01-01
Illinois,26511.0,1986,1986-01-01
Indiana,22728.0,1986,1986-01-01
Iowa,22459.0,1986,1986-01-01
Kansas,23926.0,1986,1986-01-01
Kentucky,19874.0,1986,1986-01-01
Louisiana,20890.0,1986,1986-01-01
Maine,23424.0,1986,1986-01-01
Maryland,30604.0,1986,1986-01-01
Massachusetts,30339.0,1986,1986-01-01
Michigan,26605.0,1986,1986-01-01
Minnesota,26443.0,1986,1986-01-01
Mississippi,16513.0,1986,1986-01-01
Missouri,21925.0,1986,1986-01-01
Montana,20328.0,1986,1986-01-01
Nebraska,21772.0,1986,1986-01-01
Nevada,26217.0,1986,1986-01-01
New Hampshire,30548.0,1986,1986-01-01
New Jersey,31715.0,1986,1986-01-01
New Mexico,19845.0,1986,1986-01-01
New York,25025.0,1986,1986-01-01
North Carolina,21861.0,1986,1986-01-01
North Dakota,21508.0,1986,1986-01-01
Ohio,25115.0,1986,1986-01-01
Oklahoma,20948.0,1986,1986-01-01
Oregon,24773.0,1986,1986-01-01
Pennsylvania,23807.0,1986,1986-01-01
Rhode Island,26540.0,1986,1986-01-01
South Carolina,21968.0,1986,1986-01-01
South Dakota,19898.0,1986,1986-01-01
Tennessee,18256.0,1986,1986-01-01
Texas,24162.0,1986,1986-01-01
Utah,26281.0,1986,1986-01-01
Vermont,24599.0,1986,1986-01-01
Virginia,29715.0,1986,1986-01-01
Washington,26881.0,1986,1986-01-01
West Virginia,16464.0,1986,1986-01-01
Wisconsin,26430.0,1986,1986-01-01
Wyoming,23559.0,1986,1986-01-01
United States,23618.0,1985,1985-01-01
Alabama,18333.0,1985,1985-01-01
Alaska,34782.0,1985,1985-01-01
Arizona,23877.0,1985,1985-01-01
Arkansas,17451.0,1985,1985-01-01
California,26981.0,1985,1985-01-01
Colorado,28182.0,1985,1985-01-01
Connecticut,31090.0,1985,1985-01-01
Delaware,22980.0,1985,1985-01-01
D.C.,21076.0,1985,1985-01-01
Florida,21343.0,1985,1985-01-01
Georgia,21049.0,1985,1985-01-01
Hawaii,28961.0,1985,1985-01-01
Idaho,20761.0,1985,1985-01-01
Illinois,24870.0,1985,1985-01-01
Indiana,22675.0,1985,1985-01-01
Iowa,20927.0,1985,1985-01-01
Kansas,22788.0,1985,1985-01-01
Kentucky,17361.0,1985,1985-01-01
Louisiana,21179.0,1985,1985-01-01
Maine,20519.0,1985,1985-01-01
Maryland,30136.0,1985,1985-01-01
Massachusetts,28207.0,1985,1985-01-01
Michigan,24242.0,1985,1985-01-01
Minnesota,23856.0,1985,1985-01-01
Mississippi,16413.0,1985,1985-01-01
Missouri,21939.0,1985,1985-01-01
Montana,20236.0,1985,1985-01-01
Nebraska,21799.0,1985,1985-01-01
Nevada,23274.0,1985,1985-01-01
New Hampshire,26403.0,1985,1985-01-01
New Jersey,30980.0,1985,1985-01-01
New Mexico,20423.0,1985,1985-01-01
New York,23639.0,1985,1985-01-01
North Carolina,21451.0,1985,1985-01-01
North Dakota,21205.0,1985,1985-01-01
Ohio,25174.0,1985,1985-01-01
Oklahoma,21205.0,1985,1985-01-01
Oregon,21894.0,1985,1985-01-01
Pennsylvania,22877.0,1985,1985-01-01
Rhode Island,24625.0,1985,1985-01-01
South Carolina,20036.0,1985,1985-01-01
South Dakota,18142.0,1985,1985-01-01
Tennessee,17778.0,1985,1985-01-01
Texas,23743.0,1985,1985-01-01
Utah,25238.0,1985,1985-01-01
Vermont,26000.0,1985,1985-01-01
Virginia,28429.0,1985,1985-01-01
Washington,24000.0,1985,1985-01-01
West Virginia,15983.0,1985,1985-01-01
Wisconsin,23246.0,1985,1985-01-01
Wyoming,22081.0,1985,1985-01-01
United States,22415.0,1984,1984-01-01
Alabama,17310.0,1984,1984-01-01
Alaska,32356.0,1984,1984-01-01
Arizona,21425.0,1984,1984-01-01
Arkansas,15674.0,1984,1984-01-01
California,25287.0,1984,1984-01-01
Colorado,25801.0,1984,1984-01-01
Connecticut,29951.0,1984,1984-01-01
Delaware,25819.0,1984,1984-01-01
D.C.,20408.0,1984,1984-01-01
Florida,19785.0,1984,1984-01-01
Georgia,19984.0,1984,1984-01-01
Hawaii,28877.0,1984,1984-01-01
Idaho,21092.0,1984,1984-01-01
Illinois,23752.0,1984,1984-01-01
Indiana,22770.0,1984,1984-01-01
Iowa,19863.0,1984,1984-01-01
Kansas,24629.0,1984,1984-01-01
Kentucky,17680.0,1984,1984-01-01
Louisiana,18949.0,1984,1984-01-01
Maine,20648.0,1984,1984-01-01
Maryland,29708.0,1984,1984-01-01
Massachusetts,26959.0,1984,1984-01-01
Michigan,22965.0,1984,1984-01-01
Minnesota,24436.0,1984,1984-01-01
Mississippi,15430.0,1984,1984-01-01
Missouri,20775.0,1984,1984-01-01
Montana,19536.0,1984,1984-01-01
Nebraska,21397.0,1984,1984-01-01
Nevada,25776.0,1984,1984-01-01
New Hampshire,25914.0,1984,1984-01-01
New Jersey,27776.0,1984,1984-01-01
New Mexico,20630.0,1984,1984-01-01
New York,22027.0,1984,1984-01-01
North Carolina,20569.0,1984,1984-01-01
North Dakota,20771.0,1984,1984-01-01
Ohio,23123.0,1984,1984-01-01
Oklahoma,21148.0,1984,1984-01-01
Oregon,21399.0,1984,1984-01-01
Pennsylvania,20346.0,1984,1984-01-01
Rhode Island,21612.0,1984,1984-01-01
South Carolina,20309.0,1984,1984-01-01
South Dakota,19409.0,1984,1984-01-01
Tennessee,16782.0,1984,1984-01-01
Texas,23024.0,1984,1984-01-01
Utah,23057.0,1984,1984-01-01
Vermont,22578.0,1984,1984-01-01
Virginia,26525.0,1984,1984-01-01
Washington,25017.0,1984,1984-01-01
West Virginia,16843.0,1984,1984-01-01
Wisconsin,20743.0,1984,1984-01-01
Wyoming,23816.0,1984,1984-01-01
